X,molecule,Value,logTox,Value_mmol,logToxm,stars,amine,amidine,acid,amide,rotor,rtvFG,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip.2.V,ACxDN..5.SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo.w,QPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP.eV.,EA.eV.,SAfluorine,SAamideO,PSA,NandO,RuleOf5,ringatoms,in34,in56,noncon,nonHatm,HOMO_AM1,LUMO_AM1,dE,Species,Measure,Time.h.,aveTOX,EA.AM1,IA.AM1,Chem.Pot
206,108952,32.7,3.487375078,0.35,-1.06,6,0,0,0,0,1,0,94.11,2.3,276.23,0,54.47,221.76,0,399.03,1,0.75,0.01,0,0.95,11.29,4.23,5.07,4.25,1.46,-0.05,-3.42,3015.22,0.1,1630.94,-1.65,9.62,-0.24,0,0,22.47,1,0,6,0,6,0,7,-9.55,0.29,9.85,Fathead,LC50,96,32.7,-0.29,9.55,-4.63
207,108996,144,4.9698133,1.55,0.44,8,0,0,0,0,0,0,93.13,2.12,288.26,88.16,26.15,173.95,0,421.84,0,1.5,0.01,0,0.94,12.39,3.67,4.17,3.25,0.66,-0.12,-3.27,5597.03,0.37,3182.76,-1.39,9.94,-0.04,0,0,12.17,1,0,6,0,6,0,7,-9.63,0.13,9.76,Fathead,LC50,96,144,-0.13,9.63,-4.75
208,109013,2300,7.740664402,23,3.14,8,2,0,0,0,0,0,100.16,0.66,300.52,261.65,38.87,0,0,451.62,1,3.5,0,0.01,0.95,11.92,3.14,6.19,5.62,-0.71,1.35,-3.84,263.7,1.07,143.35,-6.36,9.47,-2.89,0,0,22.65,2,0,6,0,6,4,7,-9.06,2.98,12.04,Fathead,LC50,96,2300,-2.98,9.06,-3.04
209,109068,897,6.799055862,9.63,2.26,8,0,0,0,0,0,0,93.13,1.6,290.44,91.44,19.55,179.45,0,423.84,0,1,0.01,0,0.94,12.52,3.63,3.86,2.76,1.27,-0.23,-3.37,6464.31,0.42,3719.02,-1.25,9.93,-0.06,0,0,11.67,1,0,6,0,6,0,7,-9.63,0.16,9.79,Fathead,LC50,96,897,-0.16,9.63,-4.735
210,109079,2240,7.714231145,22.4,3.11,9,2,0,0,0,0,0,100.16,0.11,300.15,247.21,52.94,0,0,449.45,2,3,2.67E-05,0.01,0.95,11.83,3.42,7.4,6.69,-0.64,1.47,-3.87,193.94,0.97,102.84,-6.62,9.43,-2.89,0,0,30.43,2,0,6,0,6,4,7,-9.18,3.17,12.35,Fathead,LC50,96,2240,-3.17,9.18,-3.005
211,109604,60,4.094344562,0.59,-0.53,9,0,0,0,0,2,1,102.13,2.75,336.22,274.23,62,0,0,488.64,0,2,0.02,0,0.89,12.12,2.88,4.15,2.48,1.25,-0.92,-3.27,2558.6,-0.08,1365.69,-2.47,11.14,-1.21,0,0,38.58,2,0,0,0,0,0,7,-11.19,1.15,12.34,Fathead,LC50,96,60,-1.15,11.19,-5.02
212,109648,2.09,0.737164066,0.01,-4.57,11,0,0,0,0,2,2,201.89,2.12,294.54,135.85,0,0,158.7,424.36,0,0,0.01,0,0.93,9.55,3.2,2.65,0.04,2.55,-2.09,-2.71,9906.04,0.46,10000,-1.33,11.1,0.66,0,0,0,0,0,0,0,0,0,5,-10.89,0.36,11.25,Fathead,LC50,96,2.09,-0.36,10.89,-5.265
213,109659,36.7,3.602776755,0.27,-1.32,11,0,0,0,0,2,1,137.02,2.56,296.6,217.25,0,0,79.35,429.73,0,0,0.02,0,0.93,9.76,2.72,2.4,0.02,2.64,-2.53,-2.69,9906.04,0.63,10000,-1.33,10.92,0.19,0,0,0,0,0,0,0,0,0,5,-10.69,0.83,11.52,Fathead,LC50,96,36.7,-0.83,10.69,-4.93
214,109739,268,5.590986981,3.66,1.3,9,1,0,0,0,3,0,73.14,1.56,283.25,219.16,64.09,0,0,406.44,2,1,0.01,0,0.94,8.19,2.9,5.07,4.09,0.09,1.21,-3.28,609.62,0.29,320.56,-4.48,9.55,-3.06,0,0,27.23,1,0,0,0,0,0,5,-9.68,3.53,13.21,Fathead,LC50,96,268,-3.53,9.68,-3.075
215,109751,182,5.204006687,2.71,1,9,0,0,0,0,2,0,67.09,5.1,262.46,127.44,71.68,63.34,0,362.2,0,1.5,0.07,0,0.94,7.66,2.4,3.33,2.31,0.81,-0.26,-2.87,2070.82,-0.1,1086.58,-2.43,10.96,-0.6,0,0,25.66,1,0,0,0,0,0,5,-10.62,0.8,11.42,Fathead,LC50,96,182,-0.8,10.62,-4.91
216,109762,1190,7.081708586,16.1,2.78,7,2,0,0,0,4,0,74.13,1.38,267.84,139.66,128.18,0,0,377.78,4,2,0.01,0.01,0.94,6.4,3.55,8.18,8.18,-1.69,2,-3.9,37.52,0.16,17.42,-7.62,9.56,-2.88,0,0,54.45,2,0,0,0,0,0,5,-9.71,3.31,13.02,Fathead,LC50,96,1190,-3.31,9.71,-3.2
217,109773,0.56,-0.579818495,0.01,-4.77,7,0,0,0,0,2,0,66.06,5.27,242.72,64.48,144.69,33.56,0,322.81,0,3,0.09,0,0.94,5.8,2.23,4.01,4.03,-0.67,0.28,-2.7,420.53,-0.65,193.97,-3.88,12.77,-0.53,0,0,51.32,2,0,0,0,0,0,5,-12.63,0.85,13.48,Fathead,LC50,96,0.56,-0.85,12.63,-5.89
218,109853,524,6.261491684,6.98,1.94,10,1,0,0,0,3,0,75.11,0.86,259.38,197.68,61.7,0,0,366.55,2,2.7,0,0.01,0.95,6.59,2.64,5.4,5.69,-0.71,1.32,-2.99,642.19,0.33,339.11,-4.43,9.49,-2.91,0,0,36.13,2,0,0,0,0,0,5,-9.71,3.08,12.79,Fathead,LC50,96,524,-3.08,9.71,-3.315
219,109897,855,6.751101469,11.7,2.46,9,1,0,0,0,2,0,73.14,1.28,293.18,276.62,16.56,0,0,419.01,1,1.5,0,0.01,0.92,9.33,2.32,4.04,3.04,0.71,0.19,-3.49,1720.81,0.71,984.08,-3.7,9.44,-2.99,0,0,14.25,1,0,0,0,0,0,5,-9.29,3.23,12.52,Fathead,LC50,96,855,-3.23,9.29,-3.03
220,109977,210,5.347107531,3.13,1.14,11,0,0,0,0,0,0,67.09,2.91,235.16,0,31.6,203.56,0,321.82,1,0.5,0.03,0,0.97,8.67,3.23,4.12,3.84,0.75,-0.17,-3.06,4968.42,0.34,2798.21,-1.39,9.17,-1.34,0,0,13.96,1,0,5,0,5,0,5,-8.66,1.38,10.03,Fathead,LC50,96,210,-1.38,8.66,-3.64
221,109999,2160,7.677863501,30,3.4,11,0,0,0,0,0,0,72.11,2.08,235.72,235.72,0,0,0,339.48,0,1.7,0.01,0,1,7.43,2.02,2.24,1.96,0.46,0.55,-1.56,9906.04,-0.11,5899.29,-2.46,10.44,-3.01,0,0,9.75,1,0,5,0,5,4,5,-10.18,3.11,13.29,Fathead,LC50,96,2160,-3.11,10.18,-3.535
485,11/5/17,35.1,3.55820113,0.42,-0.87,9,0,0,0,0,3,0,84.12,2.59,289.84,189.11,44.57,56.16,0,414.54,1.5,1.7,0.02,0.01,0.93,9.05,3.02,5.14,4.31,0.84,-0.25,-2.97,3742.89,0.04,2060.25,-1.86,10.94,-2.08,0,0,21.87,1,0,0,0,0,0,6,-10.6,1.87,12.47,Fathead,LC50,96,35.1,-1.87,10.6,-4.365
222,110009,61,4.110873864,0.9,-0.11,11,0,0,0,0,0,0,68.08,0.32,213.51,0,0,213.51,0,297.03,0,0.5,0,0,1,7.77,3.16,1.91,2.18,1.34,-0.82,-2.42,9906.04,-0.04,5899.29,-0.77,9.52,-0.78,0,0,8.45,1,0,5,0,5,0,5,-9.32,0.72,10.04,Fathead,LC50,96,61,-0.72,9.32,-4.3
223,110065,1.37,0.31481074,0.01,-4.87,8,0,0,0,0,3,1,178.35,0.19,418.47,396.03,0,0,22.44,693.25,0,1,5.12E-05,0,0.91,19.66,4.95,5.84,1.06,2.81,-4.17,-3.07,9906.04,0.53,7829.22,-1.23,8.32,1.81,0,0,0,0,0,0,0,0,0,10,-8.7,-1.32,7.38,Fathead,LC50,96,1.37,1.32,8.7,-5.01
224,110123,159,5.068904202,1.39,0.33,5,0,0,0,0,3,1,114.19,3.55,354.39,309.19,45.2,0,0,547.02,0,2,0.02,0,0.91,13.81,3.63,4.76,2.19,1.43,-1.07,-2.94,3691.78,0.02,2029.85,-2.07,10.64,-0.9,0,0,27.37,1,0,0,0,0,0,8,-10.51,0.89,11.39,Fathead,LC50,96,159,-0.89,10.51,-4.81
225,110407,2.72,1.00063188,0.01,-4.56,4,0,0,0,0,11,2,258.36,0,663.38,563.6,99.78,0,0,1074.85,0,4,0,0,0.76,29.8,8.9,10.73,3.51,3.67,-4.9,-5.34,1121.19,-1.24,559.82,-2.3,11.09,-1.22,0,0,71.98,4,0,0,0,0,0,18,-11.16,1.17,12.33,Fathead,LC50,96,2.72,-1.17,11.16,-4.995
226,110430,131,4.875197323,1.15,0.14,5,0,0,0,0,4,1,114.19,3.51,366.65,321.92,44.73,0,0,561.21,0,2,0.02,0,0.9,13.74,3.63,4.66,1.99,1.57,-1.24,-3.19,3730.46,-0.05,2052.85,-1.96,10.65,-0.88,0,0,27.48,1,0,0,0,0,0,8,-10.51,0.88,11.39,Fathead,LC50,96,131,-0.88,10.51,-4.815
227,110543,2.5,0.916290732,0.03,-3.54,13,0,0,0,0,3,0,86.18,0,330.95,330.95,0,0,0,494.7,0,0,0,0,0.91,11.72,2.74,2.41,-1.75,3.9,-3.84,-2.92,9906.04,0.86,5899.29,0.17,11.52,-3.44,0,0,0,0,0,0,0,0,0,6,-11.09,3.74,14.82,Fathead,LC50,96,2.5,-3.74,11.09,-3.675
228,110565,51.6,3.943521672,0.41,-0.9,12,0,0,0,0,1,0,127.01,0,317.17,169.33,0,0,147.84,467.01,0,0,0,0,0.92,11.89,3.51,3.29,0.31,2.81,-2.71,-2.86,9906.04,0.53,10000,-1.42,10.57,-0.83,0,0,0,0,0,0,0,0,0,6,-11.3,1.18,12.48,Fathead,LC50,96,51.6,-1.18,11.3,-5.06
229,110587,177,5.176149733,2.03,0.71,9,1,0,0,0,4,0,87.16,1.56,315.54,251.45,64.09,0,0,466.03,2,1,0.01,0,0.92,9.93,3.4,5.61,3.95,0.45,0.55,-3.53,609.62,0.22,320.56,-4.38,9.55,-3.04,0,0,27.23,1,0,0,0,0,0,6,-9.69,3.49,13.18,Fathead,LC50,96,177,-3.49,9.69,-3.1
230,110623,12.9,2.557227311,0.15,-1.9,7,0,0,0,0,3,0,86.13,3.61,304.24,227.98,76.26,0,0,445.65,0,2,0.03,0,0.93,9.76,2.87,3.61,2.28,0.8,-0.25,-2.71,1873.94,-0.21,975.36,-2.64,10.64,-0.84,0,0,37.54,1,0,0,0,0,0,6,-10.58,0.87,11.45,Fathead,LC50,96,12.9,-0.87,10.58,-4.855
231,110656,53.6,3.981549068,0.62,-0.47,8,0,0,0,0,4,0,86.09,0,284.98,133.78,121.11,30.08,0,391.83,2,3.4,0,0.02,0.91,7.25,2.99,6.22,6.83,-0.39,0.67,-3.15,703.73,-0.66,338.39,-3.26,10.38,-1.6,0,0,47.05,2,0,0,0,0,0,6,-10.22,1.42,11.64,Fathead,LC50,96,53.6,-1.42,10.22,-4.4
232,110736,1480,7.299797367,16.6,2.81,7,1,0,0,0,4,0,89.14,3.04,304.98,238.42,66.56,0,0,441.13,2,3.2,0.02,0.01,0.92,8.93,3.11,6.67,6.11,-0.32,0.93,-3.57,577.54,0.2,302.36,-4.43,9.33,-2.98,0,0,36.42,2,0,0,0,0,0,6,-9.58,2.96,12.54,Fathead,LC50,96,1480,-2.96,9.58,-3.31
233,110827,4.53,1.510721939,0.05,-2.92,15,0,0,0,0,0,0,84.16,0,290.08,290.08,0,0,0,431.47,0,0,0,0,0.95,11.11,2.47,2.37,-1.13,2.87,-3.11,-2.31,9906.04,0.77,5899.29,-0.27,11.32,-3.6,0,0,0,0,0,6,0,6,6,6,-10.94,3.66,14.59,Fathead,LC50,96,4.53,-3.66,10.94,-3.64
234,110861,99.8,4.603168183,1.26,0.23,9,0,0,0,0,0,0,79.1,1.86,256.44,0,26.15,230.29,0,362.48,0,1.5,0.01,0,0.96,10.55,3.56,3.64,3.56,0.73,0.67,-3.3,5596.95,0.37,3182.71,-1.19,10.05,-0.02,0,0,12.17,1,0,6,0,6,0,6,-9.93,0.14,10.07,Fathead,LC50,96,99.8,-0.14,9.93,-4.895
235,110883,5950,8.691146499,66.1,4.19,13,0,0,0,0,0,3,90.08,3.46,183.47,183.47,0,0,0,281.27,0,5.1,0.04,0,1,5.1,3.36,3.81,5.18,-1.99,2,0.6,9906.04,-1.77,5899.29,-4.24,11.23,-2.52,0,0,29.84,3,0,6,0,6,3,6,-10.76,2.39,13.15,Fathead,LC50,96,5950,-2.39,10.76,-4.185
236,110930,85.7,4.450852826,0.68,-0.39,3,0,0,0,0,3,1,126.2,3.41,379.73,322.74,44.58,12.41,0,591.44,0,2,0.02,0,0.9,15.71,4.05,5.37,2.33,1.89,-1.88,-3.25,3742.46,0.01,2059.99,-2.01,9.7,-0.89,0,0,27.37,1,0,0,0,0,0,9,-9.31,0.86,10.18,Fathead,LC50,96,85.7,-0.86,9.31,-4.225
237,111137,36,3.583518938,0.28,-1.27,4,0,0,0,0,5,1,128.21,3.51,398.9,353.7,45.2,0,0,620.73,0,2,0.02,0,0.88,15.48,4.15,5.17,1.85,2.11,-1.78,-3.44,3691.78,-0.13,2029.85,-1.87,10.65,-0.88,0,0,27.37,1,0,0,0,0,0,9,-10.52,0.87,11.39,Fathead,LC50,96,36,-0.87,10.52,-4.825
238,111159,42.1,3.740047741,0.32,-1.14,5,0,0,0,0,4,1,132.16,3.6,389.01,329.78,59.23,0,0,578.78,0,3.7,0.02,0,0.86,14.44,3.62,5.83,3.82,0.86,-1,-3.74,2717.84,-0.21,1457.79,-2.23,10.82,-1.25,0,0,47.46,3,0,0,0,0,0,9,-10.57,1.16,11.74,Fathead,LC50,96,42.1,-1.16,10.57,-4.705
239,111251,3.45,1.238374231,0.02,-3.87,8,0,0,0,0,4,1,165.07,2.61,361.19,281.84,0,0,79.35,548.93,0,0,0.01,0,0.9,13.25,3.74,3.45,-0.27,3.99,-3.81,-3.19,9906.04,0.76,10000,-1.14,10.92,0.19,0,0,0,0,0,0,0,0,0,7,-10.69,0.83,11.52,Fathead,LC50,96,3.45,-0.83,10.69,-4.93
240,111262,56.6,4.036008985,0.56,-0.58,7,1,0,0,0,5,0,101.19,1.55,347.83,283.75,64.09,0,0,525.64,2,1,0,0,0.91,11.67,3.91,6.14,3.8,0.86,0.15,-3.79,609.6,0.14,320.55,-4.28,9.55,-3.03,0,0,27.23,1,0,0,0,0,0,7,-9.69,3.47,13.15,Fathead,LC50,96,56.6,-3.47,9.69,-3.11
241,111273,97.7,4.581901559,0.96,-0.04,8,0,0,0,0,5,0,102.18,2.05,344.08,287.13,56.96,0,0,518.28,1,1.7,0.01,0,0.91,11.38,3.56,4.98,2.97,2.02,-1.22,-3.04,2856.2,-0.2,1538.17,-2.09,10.98,-3.04,0,0,23.24,1,0,0,0,0,0,7,-10.85,3.37,14.22,Fathead,LC50,96,97.7,-3.37,10.85,-3.74
242,111422,4710,8.457443187,44.8,3.8,6,1,0,0,0,6,0,105.14,1.29,316.78,200.22,116.56,0,0,463.26,3,4.9,0,0.03,0.91,8.53,3.89,8.84,9.17,-1.11,1.07,-3.65,193.84,-0.33,92.91,-5.15,9.25,-3.01,0,0,58.6,3,0,0,0,0,0,7,-9.56,2.97,12.53,Fathead,LC50,96,4710,-2.97,9.56,-3.295
243,111466,75200,11.22790651,709,6.56,7,0,0,0,0,6,0,106.12,1.41,316.21,206.51,109.7,0,0,456.16,2,5.1,0,0.02,0.91,8.25,3.44,7.36,7.86,-0.56,-0.04,-3.05,902.85,-0.69,442.97,-2.97,10.58,-2.82,0,0,54.88,3,0,0,0,0,0,7,-10.55,2.69,13.24,Fathead,LC50,96,75200,-2.69,10.55,-3.93
244,111477,21.7,3.077312261,0.18,-1.69,8,0,0,0,0,4,0,118.24,1.6,370.52,338.43,0,0,32.09,563.93,0,0.5,0,0,0.89,13.85,3.51,3.57,0.23,2.43,-3.07,-3.3,9906.04,0.64,8842.53,-1.14,8.85,-0.39,0,0,0,0,0,0,0,0,0,7,-8.44,0.88,9.31,Fathead,LC50,96,21.7,-0.88,8.44,-3.78
245,111682,21.8,3.08190997,0.19,-1.67,5,1,0,0,0,6,0,115.22,1.55,380.13,316.04,64.09,0,0,585.24,2,1,0,0,0.89,13.42,4.42,6.68,3.66,1.24,-0.27,-4.04,609.64,0.06,320.57,-4.19,9.56,-3.02,0,0,27.23,1,0,0,0,0,0,8,-9.69,3.45,13.13,Fathead,LC50,96,21.8,-3.45,9.69,-3.12
246,111693,1930,7.565275282,17.9,2.88,8,0,0,0,0,5,0,108.14,0,341.32,171.03,142.7,27.59,0,503.76,0,3,0,0,0.9,11.06,3.87,4.46,3.55,0.08,-1.12,-3.33,439.2,-0.92,203.29,-3.57,12.4,-1.24,0,0,51.32,2,0,0,0,0,0,8,-11.99,1.39,13.39,Fathead,LC50,96,1930,-1.39,11.99,-5.3
247,111706,34.5,3.540959324,0.3,-1.21,6,0,0,0,0,6,0,116.2,2.05,376.38,319.42,56.96,0,0,577.88,1,1.7,0.01,0,0.89,13.12,4.07,5.51,2.83,2.61,-1.76,-3.29,2856.26,-0.28,1538.2,-1.99,10.98,-3.03,0,0,23.24,1,0,0,0,0,0,8,-10.85,3.35,14.2,Fathead,LC50,96,34.5,-3.35,10.85,-3.75
248,111831,0.84,-0.174353387,0,-5.44,7,0,0,0,0,6,1,193.13,2.63,425.77,346.43,0,0,79.35,668.13,0,0,0.01,0,0.87,16.73,4.79,4.51,-0.55,4.75,-5.14,-3.67,9906.04,0.89,10000,-0.94,10.92,0.2,0,0,0,0,0,0,0,0,0,9,-10.69,0.83,11.52,Fathead,LC50,96,0.84,-0.83,10.69,-4.93
249,111864,5.19,1.646733697,0.04,-3.21,5,1,0,0,0,7,0,129.25,1.55,412.42,348.33,64.09,0,0,644.84,2,1,0,0,0.88,15.16,4.94,7.22,3.52,1.61,-0.69,-4.28,609.62,-0.02,320.55,-4.09,9.56,-3.02,0,0,27.23,1,0,0,0,0,0,9,-9.69,3.43,13.12,Fathead,LC50,96,5.19,-3.43,9.69,-3.13
250,111875,13.5,2.602689685,0.1,-2.26,5,0,0,0,0,7,0,130.23,2.04,408.67,351.72,56.96,0,0,637.48,1,1.7,0.01,0,0.88,14.86,4.59,6.05,2.69,2.99,-2.27,-3.53,2856.16,-0.35,1538.14,-1.9,10.98,-3.02,0,0,23.24,1,0,0,0,0,0,9,-10.85,3.34,14.19,Fathead,LC50,96,13.5,-3.34,10.85,-3.755
251,111900,26500,10.18490001,198,5.29,5,0,0,0,0,7,0,134.18,1.49,390.14,335.29,54.85,0,0,583.1,1,5.1,0,0.01,0.87,12.69,3.88,7.05,5.98,0.52,-0.71,-3.71,2990.68,-0.35,1616.59,-1.86,10.58,-2.77,0,0,40.92,3,0,0,0,0,0,9,-10.45,2.59,13.04,Fathead,LC50,96,26500,-2.59,10.45,-3.93
252,112050,104,4.644390899,0.66,-0.42,4,0,0,1,0,7,0,158.24,2.36,440.92,333.98,106.94,0,0,698.12,1,2,0.01,0,0.86,17.29,5.5,7.3,3.4,2.63,-2.21,-1.94,242.88,-0.82,136.29,-2.82,11.26,-1.14,0,0,50.46,2,0,0,0,0,0,11,-11.2,1.03,12.23,Fathead,LC50,96,104,-1.03,11.2,-5.085
253,112129,1.5,0.405465108,0.01,-4.73,3,0,0,0,0,8,1,170.29,3.49,495.82,451.1,44.73,0,0,799.62,0,2,0.02,0,0.84,20.71,5.77,6.75,1.42,3.23,-3.26,-4.12,3730.41,-0.34,2052.82,-1.58,10.65,-0.88,0,0,27.48,1,0,0,0,0,0,12,-10.5,0.88,11.38,Fathead,LC50,96,1.5,-0.88,10.5,-4.81
254,112209,2.16,0.770108222,0.02,-4.2,4,1,0,0,0,8,0,143.27,1.55,444.71,380.63,64.09,0,0,704.44,2,1,0,0,0.86,16.9,5.47,7.76,3.38,1.98,-1.11,-4.51,609.63,-0.1,320.56,-4,9.56,-3.01,0,0,27.23,1,0,0,0,0,0,10,-9.69,3.42,13.11,Fathead,LC50,96,2.16,-3.42,9.69,-3.135
457,1122549,168,5.123963979,1.39,0.33,3,0,0,0,0,1,0,121.14,2.96,318.98,81.73,76.8,160.45,0,481.75,0,3.5,0.02,0,0.93,14.02,4.47,6.1,5.33,0.48,-0.31,-3.4,1851.96,-0.09,963,-2.27,10.28,0.75,0,0,40.56,2,0,6,0,6,0,9,-10.19,-0.66,9.53,Fathead,LC50,96,168,0.66,10.19,-5.425
255,112276,68900,11.14041146,459,6.13,4,0,0,0,0,9,0,150.17,0.82,403.89,294.2,109.7,0,0,608.41,2,6.8,0,0.02,0.86,12.42,4.73,9.48,9.08,-0.35,-0.42,-3.8,902.87,-0.97,442.98,-2.68,10.55,-2.78,0,0,63.85,4,0,0,0,0,0,10,-10.5,2.54,13.04,Fathead,LC50,96,68900,-2.54,10.5,-3.98
256,112301,2.4,0.875468737,0.02,-4.19,5,0,0,0,0,9,0,158.28,2.04,473.26,416.3,56.96,0,0,756.69,1,1.7,0.01,0,0.85,18.35,5.67,7.12,2.4,2.88,-2.68,-3.98,2856.13,-0.51,1538.13,-1.71,10.98,-3.01,0,0,23.24,1,0,0,0,0,0,11,-10.85,3.33,14.18,Fathead,LC50,96,2.4,-3.33,10.85,-3.76
458,1126461,11,2.397895273,0.06,-2.75,3,0,0,0,0,1,1,170.6,2.29,375.88,97.63,53.03,153.53,71.68,580.47,0,2,0.01,0,0.9,17.9,5.47,6.68,3.8,2.15,-1.99,-3.96,3111.78,0.24,4167.89,-1.86,9.77,0.69,0,0,35.83,2,0,6,0,6,0,11,-9.95,-0.69,9.26,Fathead,LC50,96,11,0.69,9.95,-5.32
459,1126790,5.77,1.752672081,0.04,-3.27,4,0,0,0,0,4,0,150.22,1.68,390.18,196.16,0,194.02,0,620.12,0,0.75,0,0,0.9,17.95,5.36,5.32,1.83,3.13,-3.27,-4.05,9906.04,0.24,5899.29,-0.45,9.19,-0.35,0,0,8.85,1,0,6,0,6,0,11,-8.96,0.51,9.47,Fathead,LC50,96,5.77,-0.51,8.96,-4.225
460,1129357,46.8,3.845883203,0.29,-1.24,2,0,0,0,0,2,1,161.16,4.48,388.94,97.63,124.5,166.8,0,600.33,0,3.5,0.03,0,0.88,18.18,5.69,7.89,5.64,0.77,-2.38,-4.19,653.47,-0.62,312.34,-3.03,10.37,1.17,0,0,61.46,3,0,6,0,6,0,12,-10.39,-1.12,9.27,Fathead,LC50,96,46.8,1.12,10.39,-5.755
258,114261,8.8,2.174751721,0.04,-3.17,0,0,0,0,0,3,0,209.24,3.32,440.07,262.24,59.65,118.17,0,721.2,1,3.75,0.02,0.01,0.88,21.91,6.39,10.11,6.48,1.57,-2.12,-3.98,2692.83,-0.13,1443.3,-1.92,8.84,-0.41,0,0,54.18,4,0,6,0,6,0,15,-8.88,0.29,9.17,Fathead,LC50,96,8.8,-0.29,8.88,-4.295
259,115195,3290,8.098642844,39.1,3.67,10,0,0,0,0,2,0,84.12,1.92,287.07,194.08,45.4,47.58,0,412.11,1.5,0.75,0.01,0,0.93,9.51,3.01,4.72,3.54,0.68,-0.3,-2.84,3675.7,0.1,2020.3,-2,11.29,-1.74,0,0,21.85,1,0,0,0,0,0,6,-10.96,1.68,12.64,Fathead,LC50,96,3290,-1.68,10.96,-4.64
260,115208,299,5.700443573,2,0.69,9,0,0,0,0,1,0,149.4,3.99,280.19,49.01,46.99,0,184.18,406.16,1,1.7,0.04,0.01,0.95,9.46,3.97,5.81,3.7,0.96,-1.12,-2.4,3550.22,0.61,10000,-2.29,10.66,0.29,0,0,21.76,1,0,0,0,0,0,6,-11.68,-0.28,11.41,Fathead,LC50,96,299,0.28,11.68,-5.98
261,115322,0.6,-0.510825624,0,-6.39,2,0,0,0,0,3,0,370.49,1.95,515.63,0,25.35,209.14,281.14,895.58,1,0.75,0,0,0.87,29.76,10.44,12.46,4.2,5.68,-5.96,-4.61,5694.96,0.85,10000,-0.96,9.68,0.48,0,0,17.16,1,1,12,0,12,0,20,-9.73,-0.47,9.26,Fathead,LC50,96,0.6,0.47,9.73,-5.1
262,115866,0.87,-0.139262067,0,-5.93,2,0,0,0,0,6,0,326.29,2.95,535.82,0,18.35,517.47,0,963.59,0,5,0.01,0,0.88,33.5,11.05,13.69,8.26,3.63,-2.78,-5.93,6635.57,0.04,3825.66,0.54,9.32,0.31,0,0,35.09,4,0,18,0,18,0,23,-9.49,-0.26,9.23,Fathead,LC50,96,0.87,0.26,9.49,-4.875
263,115902,43.2,3.765840495,0.14,-1.97,0,0,0,0,0,7,2,308.35,4.44,520.9,322.08,36.65,105.99,56.17,910.6,0,5.5,0.02,0,0.87,26.81,8.13,11.42,8.34,2.81,-1.33,-4.11,177.15,-0.04,5044.7,-1.15,8.93,1.2,0,0,42.24,4,0,6,0,6,0,18,-9.53,-1.63,7.91,Fathead,LC50,96,43.2,1.63,9.53,-5.58
264,116063,0.86,-0.15082289,0,-5.4,1,0,0,0,0,4,0,190.26,4.2,439.01,305.08,97.11,0,36.81,700.46,1,5,0.03,0.01,0.87,19.31,5.75,10.11,6.96,1.1,-2.16,-3.65,1188.44,-0.45,948.51,-2.93,8.85,-0.18,0,0,73.06,4,0,0,0,0,0,12,-8.81,0.02,8.83,Fathead,LC50,96,0.86,-0.02,8.81,-4.395
267,118558,1.18,0.165514438,0.01,-5.2,0,0,0,0,0,3,1,214.22,3.77,452.24,0,71.39,380.85,0,729.79,0,2.25,0.02,0,0.87,24.76,8.07,9.34,5.44,2.91,-3.12,-5.5,2084.07,-0.25,1094.1,-1.21,9.66,0.56,0,0,51.75,3,0,12,0,12,0,16,-9.42,-0.58,8.84,Fathead,LC50,96,1.18,0.58,9.42,-5
268,118616,20.2,3.005682604,0.12,-2.1,3,0,0,0,0,3,1,166.18,4.02,397.58,141.46,85.26,170.86,0,619.57,0,1.75,0.03,0,0.88,18.35,5.64,6.68,3.48,2.25,-2.35,-4.22,1539.37,-0.35,788.58,-2.2,9.83,0.47,0,0,53.18,3,0,6,0,6,0,12,-9.36,-0.46,8.9,Fathead,LC50,96,20.2,0.46,9.36,-4.91
269,118796,6.54,1.877937165,0.02,-3.92,4,0,0,0,0,1,0,330.8,2.24,357.27,0,40.01,94.62,222.64,550.93,1,0.75,0.01,0,0.91,16.16,6.07,7.47,3.56,3.34,-2.93,-3.44,4135.35,0.73,10000,-1.83,9.94,0.88,0,0,20.43,1,0,6,0,6,0,10,-9.87,-0.72,9.15,Fathead,LC50,96,6.54,0.72,9.87,-5.295
270,119346,36.2,3.589059119,0.24,-1.45,1,0,0,0,0,3,0,154.13,8.96,326.46,0,194.4,132.06,0,495.89,2.5,2.75,0.16,0.01,0.93,13.03,5.78,11.42,8.43,-0.16,-0.8,-3.33,142.04,-1.12,60.01,-4.35,8.77,1,0,0,88.95,5,0,6,0,6,0,11,-8.96,-1.12,7.84,Fathead,LC50,96,36.2,1.12,8.96,-5.04
271,119619,14.7,2.687847494,0.08,-2.52,1,0,0,0,0,2,0,182.22,3.83,395.29,0,42.9,352.38,0,647.79,0,2,0.02,0,0.92,21.85,7.2,8.18,4.89,2.6,-2.57,-4.57,3881.88,0.1,2143.06,-0.88,10.01,0.65,0,0,26.36,1,0,12,0,12,0,14,-9.88,-0.48,9.4,Fathead,LC50,96,14.7,0.48,9.88,-5.18
